age,education,education-num,marital-status,occupation,race,sex,hours-per-week,native-country,income
33,Bachelors,13,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
28,Some-college,10,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
30,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
24,Some-college,10,Never-married,Sales,White,Female,37,United-States,<=50K
26,HS-grad,9,Never-married,Sales,White,Male,40,United-States,<=50K
38,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
20,5th-6th,3,Never-married,Craft-repair,White,Male,40,Mexico,<=50K
38,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
75,HS-grad,9,Married-spouse-absent,Other-service,White,Male,40,United-States,<=50K
35,Some-college,10,Divorced,Tech-support,White,Female,32,United-States,<=50K
50,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
23,11th,7,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K
74,HS-grad,9,Widowed,Other-service,White,Female,12,United-States,<=50K
38,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
43,HS-grad,9,Divorced,Exec-managerial,White,Female,60,United-States,<=50K
53,Some-college,10,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
21,HS-grad,9,Never-married,Transport-moving,White,Male,40,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,Canada,<=50K
21,Some-college,10,Never-married,?,White,Female,40,United-States,<=50K
55,1st-4th,2,Never-married,Other-service,White,Male,40,Dominican-Republic,<=50K
23,Bachelors,13,Never-married,Prof-specialty,White,Female,10,United-States,<=50K
49,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
62,Assoc-acdm,12,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
17,11th,7,Never-married,Handlers-cleaners,White,Male,17,United-States,<=50K
25,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,50,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,50,United-States,<=50K
34,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,55,United-States,<=50K
20,Some-college,10,Never-married,Craft-repair,White,Male,40,United-States,<=50K
52,HS-grad,9,Married-civ-spouse,Sales,White,Female,40,United-States,<=50K
31,10th,6,Married-civ-spouse,Transport-moving,White,Male,50,United-States,<=50K
35,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
28,Bachelors,13,Never-married,Sales,White,Male,40,United-States,<=50K
31,Bachelors,13,Never-married,Sales,White,Male,40,United-States,<=50K
36,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,48,United-States,<=50K
17,10th,6,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,20,United-States,<=50K
27,HS-grad,9,Divorced,Adm-clerical,White,Female,32,United-States,<=50K
38,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
38,9th,5,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
44,HS-grad,9,Married-civ-spouse,Adm-clerical,Black,Male,52,United-States,>50K
41,Some-college,10,Married-civ-spouse,Adm-clerical,Black,Male,40,United-States,<=50K
30,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
20,Some-college,10,Never-married,Sales,White,Female,20,United-States,<=50K
70,Doctorate,16,Married-civ-spouse,?,White,Male,2,United-States,>50K
39,Masters,14,Never-married,Sales,White,Male,60,United-States,>50K
37,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Male,99,United-States,<=50K
63,Bachelors,13,Divorced,Other-service,White,Female,10,United-States,<=50K
18,11th,7,Never-married,Handlers-cleaners,White,Female,12,United-States,<=50K
21,Some-college,10,Never-married,Adm-clerical,Black,Male,20,United-States,<=50K
34,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
17,12th,8,Never-married,Handlers-cleaners,White,Male,25,United-States,<=50K
32,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
37,HS-grad,9,Separated,Adm-clerical,White,Female,40,United-States,<=50K
28,HS-grad,9,Never-married,Transport-moving,White,Male,38,United-States,<=50K
20,Some-college,10,Never-married,Other-service,White,Female,25,United-States,<=50K
29,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,50,United-States,<=50K
32,HS-grad,9,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
27,Some-college,10,Never-married,Other-service,White,Female,40,United-States,<=50K
44,Masters,14,Divorced,Prof-specialty,White,Female,38,United-States,<=50K
25,HS-grad,9,Never-married,Adm-clerical,Asian-Pac-Islander,Male,40,Philippines,<=50K
38,11th,7,Married-civ-spouse,Other-service,White,Male,60,United-States,<=50K
52,10th,6,Widowed,Other-service,White,Female,40,United-States,<=50K
68,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
55,7th-8th,4,Widowed,Priv-house-serv,White,Female,30,United-States,<=50K
41,HS-grad,9,Divorced,Transport-moving,White,Male,50,United-States,<=50K
36,11th,7,Widowed,Adm-clerical,White,Female,40,United-States,<=50K
35,Bachelors,13,Married-civ-spouse,Protective-serv,White,Male,48,United-States,<=50K
62,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,<=50K
32,Some-college,10,Never-married,Tech-support,Black,Female,40,United-States,<=50K
57,Bachelors,13,Divorced,Sales,White,Male,60,Canada,>50K
42,Bachelors,13,Divorced,Prof-specialty,Black,Female,20,United-States,>50K
47,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
34,11th,7,Never-married,Adm-clerical,White,Female,30,United-States,<=50K
19,HS-grad,9,Never-married,Handlers-cleaners,Black,Male,40,United-States,<=50K
36,11th,7,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
37,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
57,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
43,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
51,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
48,Masters,14,Separated,Prof-specialty,White,Male,50,United-States,<=50K
50,Bachelors,13,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,20,Philippines,<=50K
28,Bachelors,13,Never-married,Adm-clerical,Other,Female,40,United-States,<=50K
26,HS-grad,9,Never-married,Adm-clerical,Black,Male,40,United-States,<=50K
35,Assoc-acdm,12,Divorced,Exec-managerial,Black,Female,50,Jamaica,<=50K
26,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Black,Female,40,United-States,<=50K
32,Masters,14,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
37,11th,7,Never-married,Other-service,Black,Female,40,United-States,<=50K
24,HS-grad,9,Never-married,?,Black,Female,40,United-States,<=50K
73,Masters,14,Married-civ-spouse,?,White,Female,16,United-States,>50K
25,Some-college,10,Never-married,Other-service,White,Female,45,United-States,<=50K
31,HS-grad,9,Never-married,Farming-fishing,White,Male,38,United-States,<=50K
20,HS-grad,9,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K
26,Bachelors,13,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
26,11th,7,Married-civ-spouse,Other-service,White,Female,36,United-States,<=50K
43,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,48,United-States,>50K
61,HS-grad,9,Married-spouse-absent,Transport-moving,White,Female,60,United-States,<=50K
34,Bachelors,13,Never-married,Exec-managerial,White,Female,50,United-States,<=50K
43,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,55,United-States,<=50K
33,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
42,Assoc-voc,11,Married-civ-spouse,Exec-managerial,White,Male,52,United-States,>50K
42,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
18,HS-grad,9,Never-married,Exec-managerial,White,Male,30,United-States,<=50K
48,Assoc-voc,11,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
41,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Female,52,United-States,<=50K
47,Some-college,10,Separated,Machine-op-inspct,White,Male,65,United-States,>50K
50,Some-college,10,Widowed,Adm-clerical,White,Female,35,United-States,<=50K
57,Bachelors,13,Divorced,Exec-managerial,White,Female,45,United-States,<=50K
21,HS-grad,9,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K
28,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
42,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
33,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,50,United-States,>50K
53,9th,5,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
39,Assoc-voc,11,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
17,11th,7,Never-married,Sales,White,Male,20,United-States,<=50K
35,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
50,Masters,14,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
58,Bachelors,13,Married-civ-spouse,Sales,Black,Male,50,United-States,>50K
21,Some-college,10,Never-married,Craft-repair,White,Male,40,United-States,<=50K
66,11th,7,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,<=50K
59,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
21,HS-grad,9,Divorced,Craft-repair,White,Male,20,United-States,<=50K
20,Some-college,10,Never-married,?,White,Male,60,United-States,<=50K
25,Bachelors,13,Never-married,Exec-managerial,White,Female,60,United-States,<=50K
21,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
53,HS-grad,9,Married-civ-spouse,Transport-moving,Black,Male,40,United-States,>50K
64,HS-grad,9,Widowed,Adm-clerical,White,Female,35,United-States,>50K
19,Some-college,10,Never-married,Adm-clerical,White,Male,30,United-States,<=50K
59,Doctorate,16,Married-civ-spouse,Craft-repair,White,Male,55,United-States,>50K
36,HS-grad,9,Married-civ-spouse,Craft-repair,Black,Male,30,United-States,<=50K
55,5th-6th,3,Married-civ-spouse,Sales,White,Male,40,Cuba,<=50K
20,Some-college,10,Never-married,Tech-support,White,Female,32,United-States,<=50K
28,HS-grad,9,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K
34,Some-college,10,Never-married,Tech-support,Black,Female,50,United-States,<=50K
20,HS-grad,9,Married-spouse-absent,?,White,Male,35,United-States,<=50K
41,Bachelors,13,Divorced,Tech-support,White,Female,40,United-States,>50K
33,Masters,14,Never-married,Prof-specialty,Asian-Pac-Islander,Male,55,?,<=50K
24,Some-college,10,Never-married,Adm-clerical,White,Female,40,Japan,<=50K
42,Some-college,10,Divorced,Tech-support,White,Male,40,United-States,<=50K
28,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,42,United-States,<=50K
58,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,35,United-States,<=50K
34,HS-grad,9,Never-married,Machine-op-inspct,Amer-Indian-Eskimo,Male,40,Mexico,<=50K
22,Some-college,10,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
26,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,Mexico,<=50K
30,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
67,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,20,United-States,>50K
46,Masters,14,Divorced,Prof-specialty,White,Male,44,United-States,<=50K
35,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,52,United-States,<=50K
42,11th,7,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
24,Some-college,10,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
18,11th,7,Never-married,?,White,Male,16,Mexico,<=50K
34,Assoc-acdm,12,Divorced,Other-service,White,Male,40,United-States,<=50K
21,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
49,Bachelors,13,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
48,HS-grad,9,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
25,HS-grad,9,Never-married,Adm-clerical,Black,Female,32,United-States,<=50K
38,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
28,Some-college,10,Separated,Adm-clerical,Black,Female,37,United-States,<=50K
22,HS-grad,9,Never-married,Sales,White,Male,40,United-States,<=50K
43,7th-8th,4,Widowed,Other-service,White,Female,38,Mexico,<=50K
49,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
54,Masters,14,Divorced,Exec-managerial,White,Female,35,United-States,<=50K
35,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Male,40,Mexico,<=50K
36,HS-grad,9,Never-married,Other-service,Black,Male,48,United-States,<=50K
18,11th,7,Never-married,Machine-op-inspct,White,Male,21,United-States,<=50K
45,HS-grad,9,Widowed,Priv-house-serv,Black,Female,25,United-States,<=50K
22,HS-grad,9,Never-married,Other-service,White,Female,20,United-States,<=50K
47,Masters,14,Divorced,Prof-specialty,White,Female,45,United-States,<=50K
23,Bachelors,13,Never-married,Transport-moving,White,Male,40,United-States,<=50K
36,Masters,14,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
23,10th,6,Never-married,Other-service,White,Male,30,United-States,<=50K
53,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
23,Some-college,10,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K
67,Some-college,10,Widowed,?,White,Female,5,United-States,<=50K
51,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
52,Some-college,10,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K
47,Bachelors,13,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
47,10th,6,Married-civ-spouse,Machine-op-inspct,White,Male,40,Italy,<=50K
29,Some-college,10,Divorced,Other-service,White,Male,24,United-States,<=50K
19,Some-college,10,Never-married,Adm-clerical,Black,Male,20,United-States,<=50K
66,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,17,United-States,>50K
38,Some-college,10,Separated,Machine-op-inspct,Black,Male,50,United-States,<=50K
67,HS-grad,9,Married-civ-spouse,?,White,Male,32,United-States,>50K
33,Assoc-voc,11,Divorced,Sales,White,Male,50,United-States,<=50K
51,Bachelors,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,United-States,>50K
30,HS-grad,9,Divorced,Craft-repair,White,Male,55,United-States,<=50K
43,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
29,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,50,United-States,<=50K
38,Some-college,10,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,<=50K
58,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
56,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
41,HS-grad,9,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K
43,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
50,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,>50K
73,Some-college,10,Married-civ-spouse,Sales,White,Male,25,United-States,<=50K
45,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
18,11th,7,Never-married,Adm-clerical,White,Female,20,United-States,<=50K
33,12th,8,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K
20,12th,8,Never-married,Adm-clerical,White,Female,20,United-States,<=50K
37,9th,5,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,40,Hong,<=50K
29,HS-grad,9,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
22,Some-college,10,Never-married,Other-service,White,Male,40,United-States,<=50K
61,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
27,Bachelors,13,Never-married,Prof-specialty,Asian-Pac-Islander,Female,30,United-States,<=50K
47,Preschool,1,Never-married,Sales,Black,Female,40,Haiti,<=50K
56,HS-grad,9,Separated,Sales,Black,Female,16,United-States,<=50K
26,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
30,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
60,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
30,10th,6,Separated,Other-service,Black,Male,40,United-States,<=50K
28,Some-college,10,Married-civ-spouse,Transport-moving,White,Female,45,United-States,<=50K
64,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,20,United-States,<=50K
32,HS-grad,9,Married-civ-spouse,Other-service,White,Male,40,?,<=50K
32,Some-college,10,Divorced,Handlers-cleaners,Amer-Indian-Eskimo,Male,40,United-States,<=50K
31,Bachelors,13,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
36,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,45,United-States,<=50K
32,12th,8,Married-civ-spouse,Craft-repair,White,Male,70,United-States,>50K
49,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,44,United-States,<=50K
40,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
41,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
51,Bachelors,13,Widowed,Exec-managerial,White,Male,50,United-States,<=50K
45,1st-4th,2,Never-married,Machine-op-inspct,Asian-Pac-Islander,Female,40,Vietnam,<=50K
41,Some-college,10,Married-civ-spouse,Adm-clerical,Black,Female,40,United-States,<=50K
54,Some-college,10,Never-married,Other-service,White,Female,40,United-States,<=50K
19,Some-college,10,Never-married,Sales,White,Female,25,United-States,<=50K
36,10th,6,Separated,Sales,White,Male,40,United-States,<=50K
45,Some-college,10,Divorced,Other-service,White,Female,40,United-States,<=50K
58,HS-grad,9,Married-civ-spouse,Tech-support,White,Male,40,United-States,<=50K
60,HS-grad,9,Married-civ-spouse,?,White,Male,40,United-States,<=50K
34,Some-college,10,Never-married,Exec-managerial,White,Male,40,United-States,>50K
58,Assoc-voc,11,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
53,HS-grad,9,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
42,Assoc-acdm,12,Separated,Sales,Black,Female,40,United-States,<=50K
49,5th-6th,3,Separated,Machine-op-inspct,White,Female,40,Dominican-Republic,<=50K
54,Masters,14,Divorced,Prof-specialty,White,Male,30,United-States,<=50K
64,HS-grad,9,Widowed,Other-service,White,Male,28,United-States,<=50K
62,10th,6,Divorced,?,White,Male,35,United-States,<=50K
31,Some-college,10,Married-civ-spouse,Other-service,White,Male,45,United-States,<=50K
28,Masters,14,Never-married,Adm-clerical,Asian-Pac-Islander,Male,50,India,<=50K
58,Some-college,10,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K
52,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Black,Male,40,Jamaica,<=50K
22,HS-grad,9,Married-civ-spouse,Tech-support,White,Male,40,United-States,<=50K
58,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
25,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
33,Some-college,10,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
69,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,<=50K
18,11th,7,Married-civ-spouse,Other-service,White,Male,35,United-States,<=50K
48,12th,8,Widowed,Sales,Asian-Pac-Islander,Female,40,South,<=50K
26,Some-college,10,Separated,Handlers-cleaners,Black,Male,20,United-States,<=50K
43,Bachelors,13,Never-married,Adm-clerical,Black,Male,50,United-States,<=50K
35,Some-college,10,Never-married,Transport-moving,White,Male,40,United-States,<=50K
33,Some-college,10,Never-married,Other-service,White,Female,5,United-States,<=50K
52,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,36,United-States,>50K
62,HS-grad,9,Widowed,Other-service,Black,Female,40,United-States,<=50K
50,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
30,HS-grad,9,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
25,HS-grad,9,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
19,Some-college,10,Never-married,Handlers-cleaners,White,Male,27,United-States,<=50K
58,Bachelors,13,Married-civ-spouse,Sales,White,Male,55,United-States,>50K
41,HS-grad,9,Never-married,Priv-house-serv,Asian-Pac-Islander,Female,40,?,<=50K
28,HS-grad,9,Never-married,Craft-repair,White,Male,50,United-States,<=50K
33,Bachelors,13,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
51,HS-grad,9,Divorced,Sales,White,Female,40,United-States,<=50K
27,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,60,United-States,<=50K
26,Some-college,10,Never-married,Craft-repair,Black,Male,40,United-States,<=50K
19,Some-college,10,Never-married,Craft-repair,White,Male,40,United-States,<=50K
32,Some-college,10,Married-civ-spouse,Protective-serv,Black,Male,60,United-States,<=50K
27,HS-grad,9,Separated,Sales,White,Male,40,United-States,<=50K
50,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
29,Some-college,10,Married-spouse-absent,Craft-repair,White,Male,40,Mexico,<=50K
67,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
53,HS-grad,9,Divorced,Craft-repair,White,Male,40,United-States,<=50K
58,HS-grad,9,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K
47,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
30,HS-grad,9,Never-married,Sales,White,Male,40,Germany,<=50K
40,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,48,?,>50K
45,Bachelors,13,Never-married,Craft-repair,White,Male,32,United-States,<=50K
41,10th,6,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
26,Assoc-acdm,12,Never-married,Tech-support,White,Male,50,United-States,<=50K
27,11th,7,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,<=50K
44,Assoc-acdm,12,Never-married,Adm-clerical,White,Male,38,United-States,<=50K
72,7th-8th,4,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,<=50K
24,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
34,HS-grad,9,Never-married,Transport-moving,Black,Male,40,United-States,<=50K
66,11th,7,Divorced,Other-service,White,Female,40,United-States,>50K
35,Some-college,10,Divorced,Sales,White,Male,50,United-States,<=50K
37,11th,7,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K
65,9th,5,Married-civ-spouse,Protective-serv,White,Male,16,United-States,<=50K
23,HS-grad,9,Never-married,Craft-repair,White,Male,40,?,<=50K
52,HS-grad,9,Separated,?,White,Male,40,United-States,<=50K
35,Assoc-voc,11,Married-civ-spouse,Sales,White,Male,65,United-States,<=50K
43,Some-college,10,Married-civ-spouse,Sales,White,Male,50,Cuba,<=50K
46,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,45,United-States,>50K
17,10th,6,Never-married,Sales,White,Female,10,United-States,<=50K
18,HS-grad,9,Never-married,?,White,Female,40,United-States,<=50K
48,HS-grad,9,Never-married,Other-service,White,Male,40,Puerto-Rico,<=50K
33,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,75,United-States,<=50K
31,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,30,United-States,<=50K
28,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
30,HS-grad,9,Married-civ-spouse,Transport-moving,Black,Male,30,United-States,<=50K
18,11th,7,Never-married,Handlers-cleaners,White,Male,5,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,45,South,<=50K
46,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
50,Masters,14,Widowed,Prof-specialty,White,Female,60,United-States,<=50K
43,Bachelors,13,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
29,HS-grad,9,Never-married,Transport-moving,White,Male,40,United-States,<=50K
18,HS-grad,9,Never-married,Farming-fishing,White,Male,40,United-States,<=50K
47,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
28,HS-grad,9,Divorced,Exec-managerial,White,Male,55,United-States,<=50K
60,Assoc-voc,11,Married-civ-spouse,Other-service,White,Female,40,United-States,<=50K
34,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,?,<=50K
25,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K
19,HS-grad,9,Never-married,Protective-serv,White,Male,40,United-States,<=50K
35,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K
41,Some-college,10,Divorced,Adm-clerical,Amer-Indian-Eskimo,Female,38,United-States,<=50K
23,Some-college,10,Never-married,?,White,Male,40,United-States,<=50K
69,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,<=50K
44,Doctorate,16,Never-married,Prof-specialty,White,Male,45,United-States,>50K
49,Bachelors,13,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
31,HS-grad,9,Married-civ-spouse,Protective-serv,White,Male,53,United-States,<=50K
36,Bachelors,13,Married-civ-spouse,Tech-support,White,Male,40,Germany,>50K
33,Some-college,10,Never-married,Other-service,White,Female,25,United-States,<=50K
35,Assoc-acdm,12,Never-married,Handlers-cleaners,White,Male,50,United-States,<=50K
53,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
32,Some-college,10,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
26,11th,7,Never-married,Sales,White,Male,45,United-States,<=50K
40,Bachelors,13,Never-married,Exec-managerial,White,Female,55,United-States,<=50K
35,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
52,HS-grad,9,Separated,Exec-managerial,White,Male,60,United-States,<=50K
32,Bachelors,13,Never-married,?,Asian-Pac-Islander,Female,1,United-States,<=50K
18,HS-grad,9,Never-married,Adm-clerical,White,Female,25,United-States,<=50K
58,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
26,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,<=50K
39,Masters,14,Divorced,Exec-managerial,White,Male,40,United-States,<=50K
47,Bachelors,13,Never-married,Sales,White,Male,40,United-States,<=50K
33,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
28,Some-college,10,Never-married,Craft-repair,White,Male,48,United-States,<=50K
48,Masters,14,Divorced,Prof-specialty,Asian-Pac-Islander,Female,50,Nicaragua,<=50K
67,Bachelors,13,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
22,Some-college,10,Never-married,Sales,White,Male,20,United-States,<=50K
62,Some-college,10,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
42,Masters,14,Never-married,Prof-specialty,White,Male,45,United-States,<=50K
53,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,20,United-States,<=50K
64,9th,5,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
29,Bachelors,13,Married-civ-spouse,Tech-support,White,Male,40,United-States,<=50K
51,Bachelors,13,Married-spouse-absent,Exec-managerial,White,Female,60,United-States,>50K
64,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,50,United-States,<=50K
24,11th,7,Never-married,Prof-specialty,White,Male,40,United-States,>50K
47,12th,8,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
